ProductID,ProductName,Category,Price,Rating,NumReviews,StockQuantity,Discount,Sales,DateAdded,DiscountRange,Price_range,Revenue,year_month,ProductAgeDays
38,Smartphone,Electronics,256.29,3.3,959,480,0.1,1852,2023-08-11,0-10%,250-300,474649.08,2023-08,306
39,Headphones,Electronics,290.28,4.1,16,171,0.47,476,2024-04-25,40-50%,250-300,138173.28,2024-04,48
40,Smartphone,Electronics,442.91,4.0,1060,279,0.17,301,2023-12-12,10-20%,400-450,133315.91,2023-12,183
41,Jacket,Clothing,482.17,4.4,190,252,0.19,1184,2023-09-28,10-20%,450-500,570889.28,2023-09,258
42,Jacket,Clothing,93.05,3.2,569,322,0.29,1815,2024-02-17,20-30%,50-100,168885.75,2024-02,116
43,Sweater,Clothing,338.86,2.4,154,489,0.44,784,2024-02-27,40-50%,300-350,265666.24,2024-02,106
44,T-Shirt,Clothing,76.94,3.8,2806,537,0.41,920,2024-05-28,40-50%,50-100,70784.8,2024-05,15
45,Sweater,Clothing,260.56,3.0,4780,19,0.32,511,2024-01-20,30-40%,250-300,133146.16,2024-01,144
46,Sweater,Clothing,444.44,1.1,4929,799,0.29,853,2024-04-20,20-30%,400-450,379107.32,2024-04,53
47,T-Shirt,Clothing,85.97,4.9,1715,681,0.41,1077,2024-03-01,40-50%,50-100,92589.69,2024-03,103
48,T-Shirt,Clothing,415.66,2.1,4,102,0.04,876,2023-06-26,0-10%,400-450,364118.16000000003,2023-06,352
49,Jacket,Clothing,352.76,1.6,4364,369,0.26,1693,2024-01-15,20-30%,350-400,597222.6799999999,2024-01,149
50,T-Shirt,Clothing,205.42,2.7,1369,740,0.09,1853,2023-09-05,0-10%,200-250,380643.25999999995,2023-09,281
51,Jacket,Clothing,351.03,2.6,1081,633,0.08,801,2024-03-06,0-10%,350-400,281175.02999999997,2024-03,98
52,Jeans,Clothing,56.0,1.7,4992,271,0.26,703,2024-04-02,20-30%,50-100,39368.0,2024-04,71
53,Jeans,Clothing,367.72,1.2,4249,655,0.08,1109,2023-12-08,0-10%,350-400,407801.48000000004,2023-12,187
54,T-Shirt,Clothing,66.88,1.2,2141,749,0.49,452,2023-11-19,40-50%,50-100,30229.76,2023-11,206
55,Sweater,Clothing,57.94,3.0,4646,611,0.09,1757,2023-06-19,0-10%,50-100,101800.58,2023-06,359
56,Jacket,Clothing,33.55,4.8,2849,179,0.19,761,2024-01-15,10-20%,10-50,25531.55,2024-01,149
57,Jeans,Clothing,255.51,3.2,4611,15,0.04,1782,2023-09-26,0-10%,250-300,455318.82,2023-09,260
58,T-Shirt,Clothing,434.93,3.5,851,663,0.34,1698,2024-05-08,30-40%,400-450,738511.14,2024-05,35
59,T-Shirt,Clothing,407.49,4.3,3913,42,0.1,396,2024-05-29,0-10%,400-450,161366.04,2024-05,14
60,Jacket,Clothing,194.86,1.2,753,34,0.17,89,2023-09-20,10-20%,150-200,17342.54,2023-09,266
61,T-Shirt,Clothing,423.99,1.1,417,114,0.14,1219,2023-08-01,10-20%,400-450,516843.81,2023-08,316
62,T-Shirt,Clothing,180.68,4.7,728,276,0.48,675,2023-06-19,40-50%,150-200,121959.0,2023-06,359
63,T-Shirt,Clothing,288.57,3.3,1122,547,0.19,95,2024-01-10,10-20%,250-300,27414.149999999998,2024-01,154
64,Jacket,Clothing,466.07,4.4,3440,694,0.38,216,2023-06-21,30-40%,450-500,100671.12,2023-06,357
65,T-Shirt,Clothing,195.09,3.1,595,879,0.19,396,2023-12-06,10-20%,150-200,77255.64,2023-12,189
66,Jacket,Clothing,200.71,1.0,4171,264,0.16,717,2023-10-31,10-20%,200-250,143909.07,2023-10,225
67,Sweater,Clothing,246.44,3.0,143,884,0.05,395,2024-05-16,0-10%,200-250,97343.8,2024-05,27
68,Sweater,Clothing,339.53,4.0,3222,143,0.39,108,2023-12-12,30-40%,300-350,36669.24,2023-12,183
69,Jeans,Clothing,487.38,5.0,4729,132,0.37,732,2023-10-19,30-40%,450-500,356762.16,2023-10,237
70,Jacket,Clothing,67.36,1.6,953,491,0.43,1253,2024-06-03,40-50%,50-100,84402.08,2024-06,9
71,Jeans,Clothing,353.47,1.3,2993,794,0.35,1540,2024-05-12,30-40%,350-400,544343.8,2024-05,31
72,T-Shirt,Clothing,124.28,3.3,1388,832,0.44,1680,2023-07-19,40-50%,100-150,208790.4,2023-07,329
73,T-Shirt,Clothing,300.03,2.4,3486,786,0.39,1205,2023-12-26,30-40%,300-350,361536.14999999997,2023-12,169
74,Jacket,Clothing,131.87,2.3,3522,172,0.01,1243,2024-02-05,0-10%,100-150,163914.41,2024-02,128
75,Jeans,Clothing,373.08,4.1,894,360,0.37,386,2023-06-28,30-40%,350-400,144008.88,2023-06,350
76,Jeans,Clothing,206.11,2.9,823,928,0.11,133,2024-04-13,10-20%,200-250,27412.63,2024-04,60
77,Sweater,Clothing,489.17,3.2,4910,148,0.02,1236,2023-11-20,0-10%,450-500,604614.12,2023-11,205
78,Sweater,Clothing,46.16,3.2,3512,401,0.08,1328,2024-05-27,0-10%,10-50,61300.479999999996,2024-05,16
79,Jacket,Clothing,232.73,3.5,3330,655,0.37,970,2024-05-29,30-40%,200-250,225748.09999999998,2024-05,14
80,Jeans,Clothing,475.7,4.6,3019,407,0.31,1031,2024-02-09,30-40%,450-500,490446.7,2024-02,124
81,Coffee Maker,Home & Kitchen,326.96,2.6,539,731,0.18,739,2023-12-01,10-20%,300-350,241623.43999999997,2023-12,194
82,Microwave,Home & Kitchen,352.1,3.1,2508,731,0.14,908,2024-04-25,10-20%,350-400,319706.80000000005,2024-04,48
83,Microwave,Home & Kitchen,413.04,4.8,255,708,0.31,449,2024-05-31,30-40%,400-450,185454.96000000002,2024-05,12
84,Coffee Maker,Home & Kitchen,439.56,3.2,1015,800,0.39,145,2023-10-30,30-40%,400-450,63736.2,2023-10,226
85,Microwave,Home & Kitchen,83.7,3.4,4158,216,0.48,794,2023-12-16,40-50%,50-100,66457.8,2023-12,179
86,Blender,Home & Kitchen,41.12,1.1,510,384,0.01,822,2024-06-04,0-10%,10-50,33800.64,2024-06,8
87,Coffee Maker,Home & Kitchen,408.32,5.0,1460,22,0.38,676,2023-11-21,30-40%,400-450,276024.32,2023-11,204
88,Toaster,Home & Kitchen,195.15,2.0,2048,50,0.14,1795,2023-08-27,10-20%,150-200,350294.25,2023-08,290
89,Toaster,Home & Kitchen,185.5,1.5,249,673,0.24,770,2023-08-09,20-30%,150-200,142835.0,2023-08,308
90,Coffee Maker,Home & Kitchen,410.03,4.9,3037,733,0.4,400,2024-02-19,30-40%,400-450,164012.0,2024-02,114
91,Microwave,Home & Kitchen,24.1,4.0,3981,577,0.4,102,2023-12-01,30-40%,10-50,2458.2000000000003,2023-12,194
92,Coffee Maker,Home & Kitchen,490.43,3.4,1358,858,0.05,1331,2023-10-05,0-10%,450-500,652762.33,2023-10,251
93,Toaster,Home & Kitchen,230.95,4.6,4637,758,0.26,80,2024-01-29,20-30%,200-250,18476.0,2024-01,135
94,Blender,Home & Kitchen,82.07,4.7,2832,507,0.03,68,2024-05-07,0-10%,50-100,5580.759999999999,2024-05,36
95,Toaster,Home & Kitchen,251.38,2.3,3818,42,0.12,1906,2024-02-20,10-20%,250-300,479130.27999999997,2024-02,113
96,Blender,Home & Kitchen,235.46,3.3,3445,911,0.32,359,2023-12-09,30-40%,200-250,84530.14,2023-12,186
97,Blender,Home & Kitchen,449.43,2.9,4188,671,0.09,633,2024-04-20,0-10%,400-450,284489.19,2024-04,53
98,Microwave,Home & Kitchen,412.68,2.4,4777,828,0.02,837,2024-06-09,0-10%,400-450,345413.16000000003,2024-06,3
99,Blender,Home & Kitchen,235.78,1.8,2593,944,0.25,1836,2024-03-29,20-30%,200-250,432892.08,2024-03,75
100,Toaster,Home & Kitchen,401.71,3.5,2286,55,0.44,830,2024-04-23,40-50%,400-450,333419.3,2024-04,50
101,Blender,Home & Kitchen,11.27,4.5,2055,624,0.3,1715,2023-11-16,20-30%,10-50,19328.05,2023-11,209
102,Microwave,Home & Kitchen,191.53,2.9,4569,27,0.18,1239,2024-01-08,10-20%,150-200,237305.67,2024-01,156
103,Toaster,Home & Kitchen,82.39,1.5,1646,918,0.26,1774,2023-09-10,20-30%,50-100,146159.86000000002,2023-09,276
104,Toaster,Home & Kitchen,183.53,2.6,4580,27,0.01,1976,2023-09-11,0-10%,150-200,362655.28,2023-09,275
105,Microwave,Home & Kitchen,53.71,3.1,4632,144,0.17,24,2024-04-03,10-20%,50-100,1289.04,2024-04,70
106,Toaster,Home & Kitchen,396.69,3.0,2158,227,0.27,33,2024-02-20,20-30%,350-400,13090.77,2024-02,113
107,Coffee Maker,Home & Kitchen,297.4,3.3,2472,612,0.18,1305,2023-07-26,10-20%,250-300,388106.99999999994,2023-07,322
108,Toaster,Home & Kitchen,129.73,3.0,3812,376,0.12,661,2023-09-07,10-20%,100-150,85751.53,2023-09,279
109,Toaster,Home & Kitchen,189.02,3.0,3421,842,0.04,349,2024-03-07,0-10%,150-200,65967.98000000001,2024-03,97
110,Coffee Maker,Home & Kitchen,449.42,1.3,242,542,0.21,547,2023-10-31,20-30%,400-450,245832.74000000002,2023-10,225
111,Toaster,Home & Kitchen,204.95,4.9,3,846,0.41,880,2024-03-08,40-50%,200-250,180356.0,2024-03,96
112,Coffee Maker,Home & Kitchen,364.22,4.3,4289,846,0.27,1049,2023-12-20,20-30%,350-400,382066.78,2023-12,175
113,Coffee Maker,Home & Kitchen,110.49,4.9,1810,723,0.25,112,2024-01-22,20-30%,100-150,12374.88,2024-01,142
114,Microwave,Home & Kitchen,356.54,4.1,1573,804,0.25,1534,2023-06-20,20-30%,350-400,546932.36,2023-06,358
115,Blender,Home & Kitchen,270.97,1.2,4785,9,0.27,1673,2023-12-21,20-30%,250-300,453332.81000000006,2023-12,174
116,Toaster,Home & Kitchen,167.95,4.2,320,318,0.34,784,2023-09-19,30-40%,150-200,131672.8,2023-09,267
117,Microwave,Home & Kitchen,241.85,3.4,3490,605,0.05,1604,2023-07-28,0-10%,200-250,387927.39999999997,2023-07,320
118,Coffee Maker,Home & Kitchen,482.86,1.5,375,458,0.47,587,2024-05-06,40-50%,450-500,283438.82,2024-05,37
119,Blender,Home & Kitchen,373.15,3.3,3850,872,0.38,1851,2023-08-29,30-40%,350-400,690700.6499999999,2023-08,288
120,Microwave,Home & Kitchen,90.49,4.3,77,409,0.45,600,2023-10-17,40-50%,50-100,54294.0,2023-10,239
121,Biography,Books,202.3,4.3,1318,615,0.19,1714,2024-02-06,10-20%,200-250,346742.2,2024-02,127
122,Biography,Books,274.49,2.8,992,664,0.18,1006,2023-08-06,10-20%,250-300,276136.94,2023-08,311
123,Fantasy Book,Books,122.22,3.2,197,645,0.17,1202,2024-04-29,10-20%,100-150,146908.44,2024-04,44
124,Fantasy Book,Books,91.7,4.5,2035,477,0.45,419,2024-01-05,40-50%,50-100,38422.3,2024-01,159
125,Biography,Books,378.68,3.8,950,288,0.02,597,2023-07-24,0-10%,350-400,226071.96,2023-07,324
126,Biography,Books,252.05,4.0,2853,908,0.06,227,2023-11-07,0-10%,250-300,57215.350000000006,2023-11,218
127,Fantasy Book,Books,204.67,4.2,3228,46,0.2,1708,2024-02-01,10-20%,200-250,349576.36,2024-02,132
128,Science Book,Books,324.16,3.8,793,810,0.3,1683,2024-05-30,20-30%,300-350,545561.28,2024-05,13
129,Biography,Books,455.14,3.3,4807,22,0.23,301,2023-06-13,20-30%,450-500,136997.13999999998,2023-06,365
130,Fantasy Book,Books,456.81,1.6,3281,984,0.13,1639,2023-07-30,10-20%,450-500,748711.59,2023-07,318
131,Science Book,Books,466.74,3.3,2935,804,0.35,1129,2024-03-10,30-40%,450-500,526949.46,2024-03,94
132,Science Book,Books,307.29,2.7,3533,295,0.42,778,2023-09-27,40-50%,300-350,239071.62000000002,2023-09,259
133,Biography,Books,125.59,1.7,1205,982,0.46,1854,2024-04-16,40-50%,100-150,232843.86000000002,2024-04,57
134,Science Book,Books,299.72,2.6,1332,136,0.1,312,2024-02-14,0-10%,250-300,93512.64000000001,2024-02,119
135,Biography,Books,173.41,2.6,536,601,0.46,385,2023-11-13,40-50%,150-200,66762.85,2023-11,212
136,Science Book,Books,371.38,2.8,954,875,0.46,1205,2024-01-10,40-50%,350-400,447512.9,2024-01,154
137,Novel,Books,254.2,2.7,4380,62,0.14,665,2024-01-06,10-20%,250-300,169043.0,2024-01,158
138,Biography,Books,335.13,1.7,3432,688,0.28,341,2024-04-08,20-30%,300-350,114279.33,2024-04,65
139,Novel,Books,100.39,2.2,1759,140,0.2,434,2023-11-12,10-20%,100-150,43569.26,2023-11,213
140,Biography,Books,110.52,1.8,4524,476,0.24,1447,2024-05-22,20-30%,100-150,159922.44,2024-05,21
141,Biography,Books,154.08,3.9,3057,193,0.27,1136,2024-02-17,20-30%,150-200,175034.88,2024-02,116
142,Biography,Books,284.22,1.6,3335,924,0.04,1666,2023-08-27,0-10%,250-300,473510.52,2023-08,290
143,Biography,Books,142.66,3.6,3451,992,0.01,1499,2023-08-27,0-10%,100-150,213847.34,2023-08,290
144,Biography,Books,434.83,2.6,4408,758,0.13,442,2023-09-29,10-20%,400-450,192194.86,2023-09,257
145,Novel,Books,301.57,2.4,3300,578,0.44,1627,2023-09-20,40-50%,300-350,490654.39,2023-09,266
146,Biography,Books,404.6,5.0,1311,119,0.4,1935,2023-12-28,30-40%,400-450,782901.0,2023-12,167
147,Biography,Books,110.44,2.2,943,977,0.01,774,2024-01-01,0-10%,100-150,85480.56,2024-01,163
148,Science Book,Books,425.58,1.5,914,547,0.32,81,2024-06-08,30-40%,400-450,34471.979999999996,2024-06,4
149,Novel,Books,410.55,2.4,4841,385,0.18,1142,2024-05-21,10-20%,400-450,468848.10000000003,2024-05,22
150,Novel,Books,179.14,4.1,3577,853,0.39,592,2023-11-21,30-40%,150-200,106050.87999999999,2023-11,204
151,Biography,Books,248.84,4.6,4223,735,0.21,1138,2023-11-14,20-30%,200-250,283179.92,2023-11,211
152,Biography,Books,373.43,3.8,1304,358,0.11,1301,2023-10-19,10-20%,350-400,485832.43,2023-10,237
153,Biography,Books,492.36,3.1,3180,609,0.14,74,2023-07-20,10-20%,450-500,36434.64,2023-07,328
154,Biography,Books,269.53,4.3,40,933,0.03,1700,2024-01-09,0-10%,250-300,458200.99999999994,2024-01,155
155,Biography,Books,416.57,1.8,341,980,0.13,1310,2024-01-28,10-20%,400-450,545706.7,2024-01,136
156,Science Book,Books,302.73,3.4,454,905,0.46,921,2023-12-03,40-50%,300-350,278814.33,2023-12,192
157,Biography,Books,216.8,2.4,1386,704,0.04,1315,2023-09-02,0-10%,200-250,285092.0,2023-09,284
158,Novel,Books,200.75,2.2,1136,186,0.15,1250,2023-08-05,10-20%,200-250,250937.5,2023-08,312
159,Biography,Books,204.36,4.8,4501,68,0.24,1785,2024-05-05,20-30%,200-250,364782.60000000003,2024-05,38
160,Science Book,Books,138.51,3.4,3920,957,0.48,481,2023-11-22,40-50%,100-150,66623.31,2023-11,203
161,Board Game,Toys & Games,242.38,2.4,2343,16,0.21,60,2024-02-27,20-30%,200-250,14542.8,2024-02,106
162,Board Game,Toys & Games,235.24,1.3,3569,228,0.0,1458,2024-02-29,,200-250,342979.92000000004,2024-02,104
163,Board Game,Toys & Games,60.52,2.3,4090,816,0.07,329,2024-04-14,0-10%,50-100,19911.08,2024-04,59
164,Puzzle,Toys & Games,265.44,1.3,3663,215,0.38,660,2024-03-21,30-40%,250-300,175190.4,2024-03,83
165,Puzzle,Toys & Games,364.81,3.5,3726,570,0.49,1900,2024-05-15,40-50%,350-400,693139.0,2024-05,28
166,Puzzle,Toys & Games,31.64,3.4,400,918,0.28,1109,2023-10-04,20-30%,10-50,35088.76,2023-10,252
167,Puzzle,Toys & Games,26.63,3.8,4232,882,0.46,1521,2023-07-31,40-50%,10-50,40504.229999999996,2023-07,317
168,Puzzle,Toys & Games,399.72,4.0,2419,934,0.23,1466,2024-02-28,20-30%,350-400,585989.52,2024-02,105
169,Action Figure,Toys & Games,328.58,2.5,2667,187,0.24,130,2023-08-22,20-30%,300-350,42715.4,2023-08,295
170,Puzzle,Toys & Games,176.54,3.9,4459,38,0.16,496,2024-06-06,10-20%,150-200,87563.84,2024-06,6
171,Action Figure,Toys & Games,334.21,4.0,4111,492,0.31,893,2023-08-04,30-40%,300-350,298449.52999999997,2023-08,313
172,Puzzle,Toys & Games,436.35,1.1,4854,780,0.26,1439,2024-03-06,20-30%,400-450,627907.65,2024-03,98
173,Puzzle,Toys & Games,44.31,1.0,4124,957,0.04,317,2023-10-09,0-10%,10-50,14046.27,2023-10,247
174,Toy Car,Toys & Games,317.48,4.5,1262,376,0.38,920,2023-06-17,30-40%,300-350,292081.60000000003,2023-06,361
175,Toy Car,Toys & Games,371.42,2.0,2050,428,0.18,1693,2023-07-22,10-20%,350-400,628814.06,2023-07,326
176,Board Game,Toys & Games,124.47,1.2,704,948,0.49,584,2023-08-10,40-50%,100-150,72690.48,2023-08,307
177,Action Figure,Toys & Games,343.03,1.9,2041,804,0.39,938,2023-11-25,30-40%,300-350,321762.13999999996,2023-11,200
178,Puzzle,Toys & Games,440.77,4.8,10,61,0.31,1176,2023-11-24,30-40%,400-450,518345.51999999996,2023-11,201
179,Toy Car,Toys & Games,41.84,2.6,884,242,0.26,1353,2024-02-24,20-30%,10-50,56609.520000000004,2024-02,109
180,Board Game,Toys & Games,198.2,1.1,2553,258,0.41,1540,2023-09-23,40-50%,150-200,305228.0,2023-09,263
181,Board Game,Toys & Games,484.86,4.5,3170,19,0.5,1596,2023-12-15,40-50%,450-500,773836.56,2023-12,180
182,Board Game,Toys & Games,351.05,1.6,4255,738,0.11,1143,2024-03-13,10-20%,350-400,401250.15,2024-03,91
183,Action Figure,Toys & Games,448.51,4.4,1290,616,0.2,634,2024-05-12,10-20%,400-450,284355.33999999997,2024-05,31
184,Action Figure,Toys & Games,31.74,4.4,4265,520,0.16,1560,2023-09-23,10-20%,10-50,49514.399999999994,2023-09,263
185,Puzzle,Toys & Games,52.62,2.6,974,37,0.13,1924,2023-12-17,10-20%,50-100,101240.87999999999,2023-12,178
186,Board Game,Toys & Games,270.98,4.8,1711,972,0.45,972,2024-03-21,40-50%,250-300,263392.56,2024-03,83
187,Board Game,Toys & Games,252.62,2.9,2396,114,0.41,1591,2024-05-01,40-50%,250-300,401918.42,2024-05,42
188,Board Game,Toys & Games,276.45,4.5,1312,261,0.26,335,2023-12-25,20-30%,250-300,92610.75,2023-12,170
189,Toy Car,Toys & Games,426.79,4.5,1704,780,0.42,1368,2023-12-12,40-50%,400-450,583848.72,2023-12,183
190,Board Game,Toys & Games,61.86,3.8,4795,6,0.44,556,2023-08-01,40-50%,50-100,34394.159999999996,2023-08,316
191,Action Figure,Toys & Games,24.33,4.3,2719,362,0.11,1574,2024-03-20,10-20%,10-50,38295.42,2024-03,84
192,Toy Car,Toys & Games,282.53,4.0,1547,294,0.1,1548,2024-04-25,0-10%,250-300,437356.43999999994,2024-04,48
193,Puzzle,Toys & Games,490.78,3.5,4795,447,0.27,674,2023-07-20,20-30%,450-500,330785.72,2023-07,328
194,Puzzle,Toys & Games,382.9,3.2,1247,993,0.17,571,2023-07-11,10-20%,350-400,218635.9,2023-07,337
195,Board Game,Toys & Games,379.31,4.2,1887,483,0.03,730,2023-12-01,0-10%,350-400,276896.3,2023-12,194
196,Action Figure,Toys & Games,387.78,3.8,885,704,0.03,1143,2023-11-13,0-10%,350-400,443232.54,2023-11,212
197,Board Game,Toys & Games,495.17,3.7,4811,675,0.32,947,2024-06-03,30-40%,450-500,468925.99,2024-06,9
198,Action Figure,Toys & Games,20.84,2.3,3999,946,0.13,1561,2023-10-28,10-20%,10-50,32531.239999999998,2023-10,228
199,Action Figure,Toys & Games,472.71,1.4,38,270,0.4,156,2024-03-27,30-40%,450-500,73742.76,2024-03,77
200,Toy Car,Toys & Games,421.57,4.1,3155,21,0.07,1730,2023-07-09,0-10%,400-450,729316.1,2023-07,339
201,Fish Oil,Vitamins and supplements,84.02,2.7,4116,302,0.21,1978,2024-03-18,20-30%,50-100,166191.56,2024-03,86
202,Fish Oil,Vitamins and supplements,382.45,2.8,4665,891,0.36,1185,2023-12-30,30-40%,350-400,453203.25,2023-12,165
203,Protein Powder,Vitamins and supplements,435.38,3.9,1809,270,0.24,1562,2024-03-30,20-30%,400-450,680063.5599999999,2024-03,74
204,Protein Powder,Vitamins and supplements,100.91,4.5,3380,519,0.39,1709,2024-04-21,30-40%,100-150,172455.19,2024-04,52
205,Protein Powder,Vitamins and supplements,18.75,4.2,692,535,0.46,898,2024-04-25,40-50%,10-50,16837.5,2024-04,48
206,Vitamin D,Vitamins and supplements,245.95,1.5,3344,893,0.34,1763,2024-06-01,30-40%,200-250,433609.85,2024-06,11
207,Fish Oil,Vitamins and supplements,120.51,1.6,116,385,0.4,394,2024-04-07,30-40%,100-150,47480.94,2024-04,66
208,Multivitamin,Vitamins and supplements,83.29,2.9,2013,319,0.2,1518,2024-03-07,10-20%,50-100,126434.22000000002,2024-03,97
209,Fish Oil,Vitamins and supplements,152.91,3.8,2043,101,0.45,778,2023-11-09,40-50%,150-200,118963.98,2023-11,216
210,Vitamin D,Vitamins and supplements,61.42,2.0,2936,45,0.07,591,2023-08-05,0-10%,50-100,36299.22,2023-08,312
211,Fish Oil,Vitamins and supplements,113.07,2.4,935,927,0.47,1888,2024-06-08,40-50%,100-150,213476.15999999997,2024-06,4
212,Multivitamin,Vitamins and supplements,53.05,2.4,917,102,0.07,870,2024-03-12,0-10%,50-100,46153.5,2024-03,92
213,Fish Oil,Vitamins and supplements,349.67,4.3,105,886,0.34,1895,2023-07-29,30-40%,300-350,662624.65,2023-07,319
214,Vitamin D,Vitamins and supplements,449.15,3.4,3144,358,0.31,552,2023-11-19,30-40%,400-450,247930.8,2023-11,206
215,Protein Powder,Vitamins and supplements,474.2,3.5,1107,317,0.31,382,2024-06-03,30-40%,450-500,181144.4,2024-06,9
216,Vitamin D,Vitamins and supplements,448.46,3.2,3385,21,0.23,514,2024-02-04,20-30%,400-450,230508.44,2024-02,129
217,Multivitamin,Vitamins and supplements,90.36,2.8,2134,523,0.08,1324,2023-10-11,0-10%,50-100,119636.64,2023-10,245
218,Fish Oil,Vitamins and supplements,171.22,2.9,4780,903,0.44,308,2023-12-10,40-50%,150-200,52735.76,2023-12,185
219,Protein Powder,Vitamins and supplements,254.12,3.2,661,548,0.5,872,2024-04-12,40-50%,250-300,221592.64,2024-04,61
220,Vitamin D,Vitamins and supplements,49.95,2.6,4540,92,0.21,1230,2023-06-23,20-30%,10-50,61438.5,2023-06,355
221,Vitamin D,Vitamins and supplements,236.69,4.5,158,953,0.37,403,2023-08-22,30-40%,200-250,95386.06999999999,2023-08,295
222,Protein Powder,Vitamins and supplements,370.32,4.1,955,151,0.27,946,2024-03-06,20-30%,350-400,350322.72,2024-03,98
223,Multivitamin,Vitamins and supplements,224.92,3.9,3811,577,0.3,931,2023-09-22,20-30%,200-250,209400.52,2023-09,264
